Distance_(cm),cm
0.0,0.22076156000000002
0.06370730505050505,0.2801058091163891
0.1274146101010101,0.28783788000000005
0.19112191515151516,0.28906606257166256
0.2548292202020202,0.3000534911287045
0.31853652525252524,0.3028823
0.38224383030303033,0.3043837243024843
0.44595113535353537,0.30664404
0.5096584404040404,0.3122041
0.5733657454545454,0.3261876903521703
0.6370730505050505,0.3403219
0.7007803555555555,0.34563645293960626
0.7644876606060607,0.3702703708490308
0.8281949656565657,0.3919528088355022
0.8919022707070707,0.42343410970364304
0.9556095757575758,0.45391045198653196
1.0193168808080808,0.4826383604179938
1.0830241858585858,0.5089725902466102
1.1467314909090909,0.5433820575830157
1.210438795959596,0.5805806537853004
1.274146101010101,0.6198812851348318
1.337853406060606,0.6551614212230085
1.401560711111111,0.6908692755555554
1.465268016161616,0.7299755529499197
1.5289753212121213,0.7763392342688143
1.5926826262626264,0.8173821672207102
1.6563899313131314,0.855813263064883
1.7200972363636364,0.8940118020748021
1.7838045414141415,0.9286024958685959
1.8475118464646465,0.9594343580106454
1.9112191515151515,0.9838741211429611
1.9749264565656566,0.9990975094027361
2.0386337616161616,1.0170192039117907
2.102341066666667,1.0173081
2.1660483717171717,1.0071079197379198
2.229755676767677,0.9917259999441866
2.2934629818181818,0.9816945145290745
2.357170286868687,0.9626518348363878
2.420877591919192,0.9518854871517571
2.484584896969697,0.9422131957757758
2.548292202020202,0.9370829074759573
2.611999507070707,0.913015061658501
2.675706812121212,0.8805243731822733
2.7394141171717172,0.8519007037558771
2.803121422222222,0.8464835044444444
2.8668287272727273,0.8400703892161133
2.930536032323232,0.81412842
2.9942433373737374,0.8040013074796007
3.0579506424242426,0.7896614254654328
3.1216579474747475,0.783116141975443
