Distance_(cm),cm
0.0,0.17432274
0.03454733535353535,0.17823668596262024
0.0690946707070707,0.18521932325409787
0.10364200606060606,0.19374125334243333
0.1381893414141414,0.20102145054448387
0.17273667676767676,0.20667726
0.2072840121212121,0.21417026000000003
0.24183134747474747,0.21500354069920766
0.2763786828282828,0.22779227999999999
0.3109260181818182,0.23522178
0.3454733535353535,0.24150855367003365
0.38002068888888885,0.2486600429141716
0.4145680242424242,0.25805703309018324
0.4491153595959596,0.26585677454909457
0.48366269494949493,0.27951935750235085
0.5182100303030303,0.2915190055343858
0.5527573656565656,0.309979062696636
0.587304701010101,0.32956657421906754
0.6218520363636364,0.3459607
0.6563993717171717,0.3489801740595141
0.690946707070707,0.3591503969594145
0.7254940424242424,0.37185186575939033
0.7600413777777777,0.3855288098298298
0.7945887131313131,0.39533487835411163
0.8291360484848485,0.4090547158212759
0.8636833838383838,0.4168176877653411
0.8982307191919192,0.4325018560020627
0.9327780545454545,0.4424010363636363
0.9673253898989899,0.4526539934910668
1.0018727252525252,0.4624632645412206
1.0364200606060605,0.4751250430375829
1.070967395959596,0.48838633557678895
1.1055147313131313,0.504475542705736
1.1400620666666665,0.5148141691091092
1.174609402020202,0.5227252452561544
1.2091567373737373,0.5342382034671035
1.2437040727272728,0.5465546600000001
1.278251408080808,0.5580907656165256
1.3127987434343433,0.5716072929921974
1.3473460787878788,0.5841045303012103
1.381893414141414,0.5926074
1.4164407494949494,0.6037030246828645
1.4509880848484848,0.61047884
1.4855354202020201,0.612346144341311
1.5200827555555554,0.626315913740407
1.5546300909090909,0.6346063000000001
1.5891774262626261,0.6355562600000001
1.6237247616161616,0.6355562600000001
1.658272096969697,0.6391494747329147
1.6928194323232322,0.6467157978845511
