Distance_(cm),cm
0.0,0.17432274
0.03454733535353535,0.17823668596262024
0.0690946707070707,0.18521932325409787
0.10364200606060606,0.19374125334243333
0.1381893414141414,0.20102145054448387
0.17273667676767676,0.20667726
0.2072840121212121,0.21417026000000003
0.24183134747474747,0.21500354069920766
0.2763786828282828,0.22779227999999999
0.3109260181818182,0.23522178
0.3454733535353535,0.24150855367003365
0.38002068888888885,0.2486600429141716
0.4145680242424242,0.25805703309018324
0.4491153595959596,0.26585677454909457
0.48366269494949493,0.27951935750235085
0.5182100303030303,0.2915190055343858
0.5527573656565656,0.309979062696636
0.587304701010101,0.32956657421906754
0.6218520363636364,0.3459607
0.6563993717171717,0.3489801740595141
0.690946707070707,0.3591503969594145
0.7254940424242424,0.37185186575939033
0.7600413777777777,0.3855288098298298
0.7945887131313131,0.39533487835411163
0.8291360484848485,0.4090547158212759
0.8636833838383838,0.4168176877653411
0.8982307191919192,0.4325018560020627
0.9327780545454545,0.4424010363636363
0.9673253898989899,0.4526539934910668
1.0018727252525252,0.4624632645412206
1.0364200606060605,0.4751250430375829
1.070967395959596,0.48838633557678895
1.1055147313131313,0.504475542705736
1.1400620666666665,0.5148141691091092
1.174609402020202,0.5227252452561544
1.2091567373737373,0.5342382034671035
1.2437040727272728,0.5465546600000001
1.278251408080808,0.5580907656165256
1.3127987434343433,0.5716072929921974
1.3473460787878788,0.5841045303012103
1.381893414141414,0.5926074
1.4164407494949494,0.6037030246828645
1.4509880848484848,0.61047884
1.4855354202020201,0.612346144341311
1.5200827555555554,0.626315913740407
1.5546300909090909,0.6346063000000001
1.5891774262626261,0.6355562600000001
1.6237247616161616,0.6355562600000001
1.658272096969697,0.6391494747329147
1.6928194323232322,0.6467157978845511
1.7273667676767677,0.6514342817732884
1.761914103030303,0.6617977542569405
1.7964614383838384,0.6724554303321504
1.8310087737373737,0.6881474182740317
1.865556109090909,0.703856629090909
1.9001034444444445,0.7268590949301398
1.9346507797979797,0.751731497001149
1.969198115151515,0.782844186981527
2.0037454505050505,0.8141354216998816
2.038292785858586,0.8480240054684989
2.072840121212121,0.8861710246470693
2.1073874565656565,0.929276027817093
2.141934791919192,0.9642101163035763
2.176482127272727,0.9990872945454542
2.2110294626262625,1.0389752484479526
2.245576797979798,1.074143131857497
2.280124133333333,1.115680492252252
2.3146714686868686,1.1605168386798916
2.349218804040404,1.1872631312130313
2.383766139393939,1.19676926
2.4183134747474746,1.19676926
2.45286081010101,1.1860416433099767
2.4874081454545456,1.1762573745454545
2.5219554808080806,1.1614020799545
2.556502816161616,1.1567512766255368
2.5910501515151516,1.1463952530639732
2.6255974868686867,1.1399688717729852
2.660144822222222,1.13795302
2.6946921575757576,1.13795302
2.7292394929292927,1.1389070913683381
2.763786828282828,1.14147346
2.7983341636363637,1.14147346
2.8328814989898987,1.1384417041502108
2.867428834343434,1.1358629747087643
2.9019761696969697,1.1289261854454455
2.9365235050505047,1.1201935900937303
2.9710708404040402,1.1191641302587436
3.0056181757575757,1.1226093568422968
3.0401655111111108,1.12579404
3.0747128464646463,1.12579404
3.1092601818181818,1.1188095018181818
3.1438075171717172,1.1186414
3.1783548525252523,1.1186414
3.212902187878788,1.1186414
3.2474495232323233,1.1180605602396334
3.2819968585858583,1.1210638070221737
3.316544193939394,1.1377332401741969
3.3510915292929293,1.144883745302123
3.3856388646464644,1.1575510703612704
3.4201862,1.1618849
