Distance_(cm),cm
0.0,0.09872726
0.02086525333333333,0.11739410484848484
0.04173050666666666,0.13473845636363635
0.06259575999999999,0.1511498581818182
0.08346101333333332,0.15483380747474748
0.10432626666666665,0.1663112208080808
0.12519151999999997,0.1693164
0.1460567733333333,0.17261139575757575
0.16692202666666664,0.18353642323232322
0.18778727999999997,0.18624804
0.2086525333333333,0.18624804
0.22951778666666664,0.18624804
0.25038303999999995,0.18624804
0.2712482933333333,0.18701512
0.2921135466666666,0.18765268565656565
0.31297879999999995,0.19577057696969694
0.3338440533333333,0.19818096
0.3547093066666666,0.19818096
0.37557455999999995,0.20089575818181815
0.3964398133333333,0.20317967999999997
0.4173050666666666,0.20324143535353534
0.43817031999999995,0.20388325999999998
0.4590355733333333,0.20388325999999998
0.4799008266666666,0.20388325999999998
0.5007660799999999,0.2038690206060606
0.5216313333333332,0.20317967999999997
0.5424965866666666,0.20317967999999997
0.5633618399999999,0.20317967999999997
0.5842270933333332,0.20317967999999997
0.6050923466666666,0.20317967999999997
0.6259575999999999,0.20317967999999997
0.6468228533333332,0.20317967999999997
0.6676881066666666,0.20317967999999997
0.6885533599999999,0.2166704666666666
0.7094186133333332,0.22011132
0.7302838666666666,0.22011132
0.7511491199999999,0.22017597454545457
0.7720143733333332,0.2268664628282828
0.7928796266666666,0.23647412828282827
0.8137448799999999,0.24488932787878787
0.8346101333333332,0.2539746
0.8554753866666666,0.2539746
0.8763406399999999,0.2572464278787878
0.8972058933333332,0.26685637676767665
0.9180711466666666,0.27090624
0.9389363999999999,0.27247688363636363
0.9598016533333332,0.27993204020202017
0.9806669066666666,0.287674498989899
1.0015321599999998,0.2885932606060606
1.0223974133333331,0.29328328080808064
1.0432626666666664,0.3043990391919192
1.0641279199999998,0.30476952
1.0849931733333331,0.30476952
1.1058584266666664,0.3057675347474747
1.1267236799999998,0.3165562745454544
1.1475889333333331,0.3342318266666665
1.1684541866666665,0.34110560545454544
1.1893194399999998,0.35254291757575756
1.2101846933333331,0.35354260000000004
1.2310499466666665,0.35354260000000004
1.2519151999999998,0.35354260000000004
1.2727804533333331,0.3461411426262627
1.2936457066666665,0.34242248
1.3145109599999998,0.34242248
1.3353762133333331,0.34242248
1.3562414666666665,0.34242248
1.3771067199999998,0.3408358266666667
1.3979719733333331,0.3453782959595957
1.4188372266666665,0.35556444
1.4397024799999998,0.3555789103030303
