Distance_(cm),cm
0.0,0.12894818
0.017273693333333333,0.14587735696969698
0.034547386666666666,0.15297096121212123
0.05182108,0.16699722606060607
0.06909477333333333,0.1693164
0.08636846666666667,0.1693164
0.10364216,0.1693164
0.12091585333333332,0.1693164
0.13818954666666666,0.17072245676767678
0.15546324,0.1779420090909091
0.17273693333333334,0.18628860303030303
0.19001062666666665,0.19923816444444445
0.20728432,0.20388325999999998
0.22455801333333333,0.2072401907070707
0.24183170666666665,0.2122023501010101
0.2591054,0.21431519393939394
0.2763790933333333,0.21990380969696965
0.29365278666666667,0.2272562117171717
0.31092648,0.22779227999999999
0.32820017333333334,0.22779227999999999
0.3454738666666667,0.22779227999999999
0.36274755999999997,0.22779227999999999
0.3800212533333333,0.22779227999999999
0.39729494666666665,0.22457425393939395
0.41456864,0.2322819993939394
0.43184233333333333,0.23705758424242426
0.44911602666666667,0.2460515703030303
0.46638972,0.2597921236363636
0.4836634133333333,0.26284936000000003
0.5009371066666667,0.2636165682828283
0.5182108,0.270538016969697
0.5354844933333334,0.27273914505050506
0.5527581866666667,0.27362083292929296
0.5700318799999999,0.2756281
0.5873055733333333,0.2764065202020202
0.6045792666666666,0.2834383177777777
0.62185296,0.28783788000000005
0.6391266533333333,0.28783788000000005
0.6564003466666667,0.2973751694949495
0.67367404,0.30476952
0.6909477333333334,0.3053743991919192
0.7082214266666667,0.30719937636363637
0.7254951199999999,0.3161975957575757
0.7427688133333333,0.31811722
0.7600425066666666,0.31811722
0.7773162,0.32112204
0.7945898933333333,0.3235854038383838
0.8118635866666667,0.32568642000000003
0.82913728,0.33242072969696973
0.8464109733333333,0.3341391808080808
0.8636846666666667,0.33736025999999997
0.8809583599999999,0.33736025999999997
0.8982320533333333,0.34021208989898993
0.9155057466666666,0.34356791737373726
0.93277944,0.3526605272727273
0.9500531333333333,0.35680029111111106
0.9673268266666666,0.36018629070707064
0.98460052,0.3652892533333333
1.0018742133333334,0.37064452262626263
1.0191479066666667,0.37486538686868687
1.0364216,0.38413397515151515
1.0536952933333332,0.3902496280808081
1.0709689866666667,0.40342134969696974
1.08824268,0.4067528290909091
1.1055163733333333,0.4205055179797979
1.1227900666666666,0.424132484040404
1.1400637599999999,0.4282575466666667
1.1573374533333334,0.43221927959595957
1.1746111466666667,0.43850483030303034
1.19188484,0.4435418812121212
